Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-06-30,521.54,534.673,521.54,534.673,35.180420880528
2023-07-03,534.673,542.176,534.673,538.424,196.15749824295
2023-07-04,540.301,555.309,540.301,551.556,1176.9449894577
2023-07-05,553.433,557.185,549.681,549.681,138.58953680208
2023-07-06,545.928,562.813,545.928,560.937,411.50431696618
2023-07-07,560.937,562.813,551.556,559.061,252.6593863238
2023-07-10,560.937,564.689,560.937,562.813,303.83090760456
2023-07-11,560.937,566.565,553.433,566.565,449.88295792676
2023-07-12,566.565,577.821,564.689,575.945,991.44822481489
2023-07-13,585.481,585.481,581.667,583.574,284.2005730607
2023-07-14,583.574,583.574,566.41,577.852,312.5157593066
2023-07-17,577.852,577.852,568.317,575.945,424.7277936885
2023-07-18,577.852,579.76,572.131,579.76,163.5988538652
2023-07-19,572.131,575.945,568.317,572.131,125.845272204
2023-07-20,572.131,575.945,570.224,575.945,103.8223495683
2023-07-21,570.224,575.945,570.224,574.038,32.5100286527
2023-07-24,575.945,577.852,574.038,577.852,213.9369627468
2023-07-25,575.945,577.852,574.038,575.945,300.9799426879
2023-07-26,572.131,581.667,572.131,579.76,36.7048710595
2023-07-27,579.76,583.574,579.76,579.76,118.5042979921
2023-07-28,579.76,585.481,579.76,585.481,596.7163323673
2023-07-31,585.481,585.481,574.038,585.481,406.8997134596
2023-08-01,587.388,600.738,581.667,596.923,659.6389684693
2023-08-02,587.388,598.831,587.388,593.109,222.3266475604
2023-08-03,589.295,598.831,581.667,596.923,434.1661891038
2023-08-04,600.738,600.738,593.109,593.109,77.6045845258
2023-08-07,589.295,595.016,589.295,593.109,115.358166187
2023-08-08,591.202,595.016,591.202,591.202,47.1919770765
2023-08-09,589.295,596.923,579.76,595.016,128.9914040091
2023-08-10,587.388,596.923,585.481,596.923,108.0171919751
2023-08-11,596.923,627.437,596.923,617.902,867.2836676059
2023-08-14,617.902,619.809,617.902,617.902,103.8223495683
2023-08-16,619.809,625.53,619.809,619.809,103.8223495683
2023-08-17,623.623,625.53,614.087,621.716,184.5730658992
2023-08-18,621.716,629.344,621.716,621.716,467.7249283582
2023-08-21,619.809,629.344,612.18,629.344,157.306590255
2023-08-22,629.344,629.344,625.53,629.344,53.4842406867
2023-08-23,633.158,635.066,627.437,627.437,104.87106017
2023-08-24,623.623,623.623,612.18,612.18,97.5300859581
2023-08-25,610.273,617.902,610.273,614.087,27.2664756442
